Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"click(findTestObject(""navigation menu/a_T-shirts - sub""))",Chrome 78.0.3904.108,,2019-12-09 02:05:05,2019-12-09 02:05:07,1.916s,PASSED
"assert getWindowTitle() == ""T-shirts - My Store""",Chrome 78.0.3904.108,,2019-12-09 02:05:07,2019-12-09 02:05:07,0.009s,PASSED
CurrentUrl5 = getUrl(),Chrome 78.0.3904.108,,2019-12-09 02:05:07,2019-12-09 02:05:07,0.007s,PASSED
"verifyMatch(CurrentUrl5, ""http://automationpractice.com/index.php?id_category=5&controller=category"", false)",Chrome 78.0.3904.108,,2019-12-09 02:05:07,2019-12-09 02:05:07,0.001s,PASSED
"mouseOver(findTestObject(""navigation menu/a_Women""))",Chrome 78.0.3904.108,,2019-12-09 02:05:07,2019-12-09 02:05:07,0.033s,PASSED
delay(3),Chrome 78.0.3904.108,,2019-12-09 02:05:07,2019-12-09 02:05:10,3.001s,PASSED
"verifyElementClickable(findTestObject(""navigation menu/a_Dresses - Sub""))",Chrome 78.0.3904.108,,2019-12-09 02:05:10,2019-12-09 02:05:10,0.033s,PASSED
"verifyElementClickable(findTestObject(""navigation menu/a_Casual Dresses""))",Chrome 78.0.3904.108,,2019-12-09 02:05:10,2019-12-09 02:05:10,0.030s,PASSED
"verifyElementClickable(findTestObject(""navigation menu/a_Evening Dresses""))",Chrome 78.0.3904.108,,2019-12-09 02:05:10,2019-12-09 02:05:10,0.039s,PASSED
"verifyElementClickable(findTestObject(""navigation menu/a_Summer Dresses""))",Chrome 78.0.3904.108,,2019-12-09 02:05:10,2019-12-09 02:05:10,0.037s,PASSED
"click(findTestObject(""navigation menu/a_Dresses - Sub""))",Chrome 78.0.3904.108,,2019-12-09 02:05:10,2019-12-09 02:05:13,2.976s,PASSED
"assert getWindowTitle() == ""Dresses - My Store""",Chrome 78.0.3904.108,,2019-12-09 02:05:13,2019-12-09 02:05:13,0.009s,PASSED
CurrentUrl8 = getUrl(),Chrome 78.0.3904.108,,2019-12-09 02:05:13,2019-12-09 02:05:13,0.007s,PASSED
"verifyMatch(CurrentUrl8, ""http://automationpractice.com/index.php?id_category=8&controller=category"", false)",Chrome 78.0.3904.108,,2019-12-09 02:05:13,2019-12-09 02:05:13,0.001s,PASSED
"mouseOver(findTestObject(""navigation menu/a_Women""))",Chrome 78.0.3904.108,,2019-12-09 02:05:13,2019-12-09 02:05:14,0.039s,PASSED
delay(3),Chrome 78.0.3904.108,,2019-12-09 02:05:14,2019-12-09 02:05:17,3.002s,PASSED
"click(findTestObject(""navigation menu/a_Casual Dresses""))",Chrome 78.0.3904.108,,2019-12-09 02:05:17,2019-12-09 02:05:18,1.670s,PASSED
"assert getWindowTitle() == ""Casual Dresses - My Store""",Chrome 78.0.3904.108,,2019-12-09 02:05:18,2019-12-09 02:05:18,0.009s,PASSED
CurrentUrl8 = getUrl(),Chrome 78.0.3904.108,,2019-12-09 02:05:18,2019-12-09 02:05:18,0.015s,PASSED
"verifyMatch(CurrentUrl8, ""http://automationpractice.com/index.php?id_category=9&controller=category"", false)",Chrome 78.0.3904.108,,2019-12-09 02:05:18,2019-12-09 02:05:18,0.001s,PASSED
"mouseOver(findTestObject(""navigation menu/a_Women""))",Chrome 78.0.3904.108,,2019-12-09 02:05:18,2019-12-09 02:05:18,0.042s,PASSED
delay(3),Chrome 78.0.3904.108,,2019-12-09 02:05:18,2019-12-09 02:05:21,3.004s,PASSED
"click(findTestObject(""navigation menu/a_Evening Dresses""))",Chrome 78.0.3904.108,,2019-12-09 02:05:21,2019-12-09 02:05:23,1.568s,PASSED
"assert getWindowTitle() == ""Evening Dresses - My Store""",Chrome 78.0.3904.108,,2019-12-09 02:05:23,2019-12-09 02:05:23,0.010s,PASSED
CurrentUrl6 = getUrl(),Chrome 78.0.3904.108,,2019-12-09 02:05:23,2019-12-09 02:05:23,0.009s,PASSED
"verifyMatch(CurrentUrl6, ""http://automationpractice.com/index.php?id_category=10&controller=category"", false)",Chrome 78.0.3904.108,,2019-12-09 02:05:23,2019-12-09 02:05:23,0.001s,PASSED
"mouseOver(findTestObject(""navigation menu/a_Women""))",Chrome 78.0.3904.108,,2019-12-09 02:05:23,2019-12-09 02:05:23,0.039s,PASSED
delay(3),Chrome 78.0.3904.108,,2019-12-09 02:05:23,2019-12-09 02:05:26,3.008s,PASSED
"click(findTestObject(""navigation menu/a_Summer Dresses""))",Chrome 78.0.3904.108,,2019-12-09 02:05:26,2019-12-09 02:05:29,2.899s,PASSED
"assert getWindowTitle() == ""Summer Dresses - My Store""",Chrome 78.0.3904.108,,2019-12-09 02:05:29,2019-12-09 02:05:29,0.011s,PASSED
CurrentUrl7 = getUrl(),Chrome 78.0.3904.108,,2019-12-09 02:05:29,2019-12-09 02:05:29,0.008s,PASSED
"verifyMatch(CurrentUrl7, ""http://automationpractice.com/index.php?id_category=11&controller=category"", false)",Chrome 78.0.3904.108,,2019-12-09 02:05:29,2019-12-09 02:05:29,0.002s,PASSED
closeBrowser(),Chrome 78.0.3904.108,,2019-12-09 02:05:29,2019-12-09 02:05:29,0.154s,PASSED
,,,,,,
Test Cases/regression/User andComercial workflows/Sign in and Sign out Desktop,Chrome 78.0.3904.108,,2019-12-09 02:05:29,2019-12-09 02:05:43,14.258s,PASSED
"openBrowser("""")",Chrome 78.0.3904.108,,2019-12-09 02:05:29,2019-12-09 02:05:31,1.419s,PASSED
"navigateToUrl(""http://automationpractice.com/index.php"")",Chrome 78.0.3904.108,,2019-12-09 02:05:31,2019-12-09 02:05:35,4.346s,PASSED
"click(findTestObject(""Page_My Store/a_Sign in""))",Chrome 78.0.3904.108,,2019-12-09 02:05:35,2019-12-09 02:05:36,1.325s,PASSED
"setText(findTestObject(""SignInSignOut/Page_Login - My Store/input_Email address_email""), ""blagoja11@gmail.com"")",Chrome 78.0.3904.108,,2019-12-09 02:05:36,2019-12-09 02:05:36,0.266s,PASSED
"setEncryptedText(findTestObject(""SignInSignOut/Page_Login - My Store/input_Password_passwd""), ""gfzG1VEcrbZGbK4KTMQXQw=="")",Chrome 78.0.3904.108,,2019-12-09 02:05:36,2019-12-09 02:05:37,0.153s,PASSED
"click(findTestObject(""SignInSignOut/Page_Login - My Store/span_Sign in""))",Chrome 78.0.3904.108,,2019-12-09 02:05:37,2019-12-09 02:05:38,1.464s,PASSED
"verifyElementVisible(findTestObject(""SignInSignOut/Page_Login - My Store/p_Welcome to your account. Here you can manage all of your personal information and orders.""))",Chrome 78.0.3904.108,,2019-12-09 02:05:38,2019-12-09 02:05:38,0.063s,PASSED
"click(findTestObject(""SignInSignOut/Page_Login - My Store/a_Sign out""))",Chrome 78.0.3904.108,,2019-12-09 02:05:38,2019-12-09 02:05:40,1.762s,PASSED
delay(3),Chrome 78.0.3904.108,,2019-12-09 02:05:40,2019-12-09 02:05:43,3.004s,PASSED
"verifyTextNotPresent(""Blagoja AOPEgkj"", false)",Chrome 78.0.3904.108,,2019-12-09 02:05:43,2019-12-09 02:05:43,0.139s,PASSED
closeBrowser(),Chrome 78.0.3904.108,,2019-12-09 02:05:43,2019-12-09 02:05:43,0.182s,PASSED
